"";"obcina";"leto";"spol";"stevilo.umrlih"
"2014";"Luče";"2020";"Z";13
"2015";"Lukovica";"2010";"M";12
"2016";"Lukovica";"2010";"Z";12
"2017";"Lukovica";"2011";"M";27
"2018";"Lukovica";"2011";"Z";15
"2019";"Lukovica";"2012";"M";13
"2020";"Lukovica";"2012";"Z";13
"2021";"Lukovica";"2013";"M";15
"2022";"Lukovica";"2013";"Z";12
"2023";"Lukovica";"2014";"M";17
"2024";"Lukovica";"2014";"Z";16
"2025";"Lukovica";"2015";"M";18
"2026";"Lukovica";"2015";"Z";19
"2027";"Lukovica";"2016";"M";20
"2028";"Lukovica";"2016";"Z";18
"2029";"Lukovica";"2017";"M";22
"2030";"Lukovica";"2017";"Z";18
"2031";"Lukovica";"2018";"M";17
"2032";"Lukovica";"2018";"Z";16
"2033";"Lukovica";"2019";"M";14
"2034";"Lukovica";"2019";"Z";21
"2035";"Lukovica";"2020";"M";15
"2036";"Lukovica";"2020";"Z";25
"2037";"Majšperk";"2010";"M";20
"2038";"Majšperk";"2010";"Z";21
"2039";"Majšperk";"2011";"M";23
"2040";"Majšperk";"2011";"Z";18
"2041";"Majšperk";"2012";"M";22
"2042";"Majšperk";"2012";"Z";19
"2043";"Majšperk";"2013";"M";15
"2044";"Majšperk";"2013";"Z";12
"2045";"Majšperk";"2014";"M";13
"2046";"Majšperk";"2014";"Z";15
"2047";"Majšperk";"2015";"M";21
"2048";"Majšperk";"2015";"Z";21
"2049";"Majšperk";"2016";"M";18
"2050";"Majšperk";"2016";"Z";21
"2051";"Majšperk";"2017";"M";24
"2052";"Majšperk";"2017";"Z";20
"2053";"Majšperk";"2018";"M";13
"2054";"Majšperk";"2018";"Z";22
"2055";"Majšperk";"2019";"M";24
"2056";"Majšperk";"2019";"Z";17
"2057";"Majšperk";"2020";"M";30
"2058";"Majšperk";"2020";"Z";22
"2059";"Makole";"2010";"M";10
"2060";"Makole";"2010";"Z";6
"2061";"Makole";"2011";"M";16
"2062";"Makole";"2011";"Z";9
"2063";"Makole";"2012";"M";10
"2064";"Makole";"2012";"Z";6
"2065";"Makole";"2013";"M";1
"2066";"Makole";"2013";"Z";8
"2067";"Makole";"2014";"M";4
"2068";"Makole";"2014";"Z";8
"2069";"Makole";"2015";"M";5
"2070";"Makole";"2015";"Z";9
"2071";"Makole";"2016";"M";9
"2072";"Makole";"2016";"Z";5
"2073";"Makole";"2017";"M";11
"2074";"Makole";"2017";"Z";10
"2075";"Makole";"2018";"M";14
"2076";"Makole";"2018";"Z";9
"2077";"Makole";"2019";"M";9
"2078";"Makole";"2019";"Z";5
"2079";"Makole";"2020";"M";17
"2080";"Makole";"2020";"Z";7
"2081";"Maribor";"2010";"M";562
"2082";"Maribor";"2010";"Z";615
"2083";"Maribor";"2011";"M";565
"2084";"Maribor";"2011";"Z";625
"2085";"Maribor";"2012";"M";573
"2086";"Maribor";"2012";"Z";663
"2087";"Maribor";"2013";"M";570
"2088";"Maribor";"2013";"Z";620
"2089";"Maribor";"2014";"M";583
"2090";"Maribor";"2014";"Z";611
"2091";"Maribor";"2015";"M";596
"2092";"Maribor";"2015";"Z";740
"2093";"Maribor";"2016";"M";586
"2094";"Maribor";"2016";"Z";685
"2095";"Maribor";"2017";"M";675
"2096";"Maribor";"2017";"Z";716
"2097";"Maribor";"2018";"M";645
"2098";"Maribor";"2018";"Z";684
"2099";"Maribor";"2019";"M";614
"2100";"Maribor";"2019";"Z";640
"2101";"Maribor";"2020";"M";752
"2102";"Maribor";"2020";"Z";875
"2103";"Markovci";"2010";"M";24
"2104";"Markovci";"2010";"Z";19
"2105";"Markovci";"2011";"M";14
"2106";"Markovci";"2011";"Z";13
"2107";"Markovci";"2012";"M";15
"2108";"Markovci";"2012";"Z";9
"2109";"Markovci";"2013";"M";24
"2110";"Markovci";"2013";"Z";12
"2111";"Markovci";"2014";"M";17
"2112";"Markovci";"2014";"Z";15
"2113";"Markovci";"2015";"M";24
"2114";"Markovci";"2015";"Z";13
"2115";"Markovci";"2016";"M";22
"2116";"Markovci";"2016";"Z";19
"2117";"Markovci";"2017";"M";13
"2118";"Markovci";"2017";"Z";18
"2119";"Markovci";"2018";"M";17
"2120";"Markovci";"2018";"Z";19
"2121";"Markovci";"2019";"M";19
"2122";"Markovci";"2019";"Z";23
"2123";"Markovci";"2020";"M";16
"2124";"Markovci";"2020";"Z";16
"2125";"Medvode";"2010";"M";48
"2126";"Medvode";"2010";"Z";86
"2127";"Medvode";"2011";"M";60
"2128";"Medvode";"2011";"Z";66
"2129";"Medvode";"2012";"M";65
"2130";"Medvode";"2012";"Z";82
"2131";"Medvode";"2013";"M";69
"2132";"Medvode";"2013";"Z";63
"2133";"Medvode";"2014";"M";60
"2134";"Medvode";"2014";"Z";64
"2135";"Medvode";"2015";"M";71
"2136";"Medvode";"2015";"Z";73
"2137";"Medvode";"2016";"M";72
"2138";"Medvode";"2016";"Z";62
"2139";"Medvode";"2017";"M";76
"2140";"Medvode";"2017";"Z";88
"2141";"Medvode";"2018";"M";56
"2142";"Medvode";"2018";"Z";78
"2143";"Medvode";"2019";"M";81
"2144";"Medvode";"2019";"Z";74
"2145";"Medvode";"2020";"M";92
"2146";"Medvode";"2020";"Z";105
"2147";"Mengeš";"2010";"M";33
"2148";"Mengeš";"2010";"Z";45
"2149";"Mengeš";"2011";"M";28
"2150";"Mengeš";"2011";"Z";53
"2151";"Mengeš";"2012";"M";30
"2152";"Mengeš";"2012";"Z";64
"2153";"Mengeš";"2013";"M";43
"2154";"Mengeš";"2013";"Z";55
"2155";"Mengeš";"2014";"M";29
"2156";"Mengeš";"2014";"Z";56
"2157";"Mengeš";"2015";"M";35
"2158";"Mengeš";"2015";"Z";57
"2159";"Mengeš";"2016";"M";43
"2160";"Mengeš";"2016";"Z";60
"2161";"Mengeš";"2017";"M";51
"2162";"Mengeš";"2017";"Z";66
"2163";"Mengeš";"2018";"M";37
"2164";"Mengeš";"2018";"Z";62
"2165";"Mengeš";"2019";"M";29
"2166";"Mengeš";"2019";"Z";85
"2167";"Mengeš";"2020";"M";49
"2168";"Mengeš";"2020";"Z";101
"2169";"Metlika";"2010";"M";50
"2170";"Metlika";"2010";"Z";70
"2171";"Metlika";"2011";"M";48
"2172";"Metlika";"2011";"Z";46
"2173";"Metlika";"2012";"M";61
"2174";"Metlika";"2012";"Z";50
"2175";"Metlika";"2013";"M";50
"2176";"Metlika";"2013";"Z";60
"2177";"Metlika";"2014";"M";53
"2178";"Metlika";"2014";"Z";44
"2179";"Metlika";"2015";"M";57
"2180";"Metlika";"2015";"Z";63
"2181";"Metlika";"2016";"M";56
"2182";"Metlika";"2016";"Z";61
"2183";"Metlika";"2017";"M";47
"2184";"Metlika";"2017";"Z";57
"2185";"Metlika";"2018";"M";58
"2186";"Metlika";"2018";"Z";57
"2187";"Metlika";"2019";"M";44
"2188";"Metlika";"2019";"Z";65
"2189";"Metlika";"2020";"M";75
"2190";"Metlika";"2020";"Z";65
"2191";"Mežica";"2010";"M";19
"2192";"Mežica";"2010";"Z";16
"2193";"Mežica";"2011";"M";32
"2194";"Mežica";"2011";"Z";19
"2195";"Mežica";"2012";"M";23
"2196";"Mežica";"2012";"Z";13
"2197";"Mežica";"2013";"M";20
"2198";"Mežica";"2013";"Z";8
"2199";"Mežica";"2014";"M";12
"2200";"Mežica";"2014";"Z";9
"2201";"Mežica";"2015";"M";22
"2202";"Mežica";"2015";"Z";18
"2203";"Mežica";"2016";"M";15
"2204";"Mežica";"2016";"Z";14
"2205";"Mežica";"2017";"M";19
"2206";"Mežica";"2017";"Z";11
"2207";"Mežica";"2018";"M";18
"2208";"Mežica";"2018";"Z";11
"2209";"Mežica";"2019";"M";18
"2210";"Mežica";"2019";"Z";11
"2211";"Mežica";"2020";"M";26
"2212";"Mežica";"2020";"Z";13
"2213";"Miklavž na Dravskem polju";"2010";"M";33
"2214";"Miklavž na Dravskem polju";"2010";"Z";24
"2215";"Miklavž na Dravskem polju";"2011";"M";32
"2216";"Miklavž na Dravskem polju";"2011";"Z";13
"2217";"Miklavž na Dravskem polju";"2012";"M";29
"2218";"Miklavž na Dravskem polju";"2012";"Z";18
"2219";"Miklavž na Dravskem polju";"2013";"M";23
"2220";"Miklavž na Dravskem polju";"2013";"Z";21
"2221";"Miklavž na Dravskem polju";"2014";"M";28
"2222";"Miklavž na Dravskem polju";"2014";"Z";21
"2223";"Miklavž na Dravskem polju";"2015";"M";26
"2224";"Miklavž na Dravskem polju";"2015";"Z";33
"2225";"Miklavž na Dravskem polju";"2016";"M";27
"2226";"Miklavž na Dravskem polju";"2016";"Z";18
"2227";"Miklavž na Dravskem polju";"2017";"M";26
"2228";"Miklavž na Dravskem polju";"2017";"Z";19
"2229";"Miklavž na Dravskem polju";"2018";"M";31
"2230";"Miklavž na Dravskem polju";"2018";"Z";29
"2231";"Miklavž na Dravskem polju";"2019";"M";36
"2232";"Miklavž na Dravskem polju";"2019";"Z";28
"2233";"Miklavž na Dravskem polju";"2020";"M";33
"2234";"Miklavž na Dravskem polju";"2020";"Z";30
"2235";"Miren - Kostanjevica";"2010";"M";23
"2236";"Miren - Kostanjevica";"2010";"Z";14
"2237";"Miren - Kostanjevica";"2011";"M";21
"2238";"Miren - Kostanjevica";"2011";"Z";16
"2239";"Miren - Kostanjevica";"2012";"M";19
"2240";"Miren - Kostanjevica";"2012";"Z";22
"2241";"Miren - Kostanjevica";"2013";"M";17
"2242";"Miren - Kostanjevica";"2013";"Z";14
"2243";"Miren - Kostanjevica";"2014";"M";25
"2244";"Miren - Kostanjevica";"2014";"Z";14
"2245";"Miren - Kostanjevica";"2015";"M";25
"2246";"Miren - Kostanjevica";"2015";"Z";22
"2247";"Miren - Kostanjevica";"2016";"M";20
"2248";"Miren - Kostanjevica";"2016";"Z";22
"2249";"Miren - Kostanjevica";"2017";"M";22
"2250";"Miren - Kostanjevica";"2017";"Z";10
"2251";"Miren - Kostanjevica";"2018";"M";20
"2252";"Miren - Kostanjevica";"2018";"Z";16
"2253";"Miren - Kostanjevica";"2019";"M";17
"2254";"Miren - Kostanjevica";"2019";"Z";15
"2255";"Miren - Kostanjevica";"2020";"M";15
"2256";"Miren - Kostanjevica";"2020";"Z";20
"2257";"Mirna";"2012";"M";7
"2258";"Mirna";"2012";"Z";11
"2259";"Mirna";"2013";"M";11
"2260";"Mirna";"2013";"Z";6
"2261";"Mirna";"2014";"M";14
"2262";"Mirna";"2014";"Z";13
"2263";"Mirna";"2015";"M";6
"2264";"Mirna";"2015";"Z";10
"2265";"Mirna";"2016";"M";8
"2266";"Mirna";"2016";"Z";7
"2267";"Mirna";"2017";"M";13
"2268";"Mirna";"2017";"Z";7
"2269";"Mirna";"2018";"M";17
"2270";"Mirna";"2018";"Z";7
"2271";"Mirna";"2019";"M";12
"2272";"Mirna";"2019";"Z";11
"2273";"Mirna";"2020";"M";8
"2274";"Mirna";"2020";"Z";15
"2275";"Mirna Peč";"2010";"M";12
"2276";"Mirna Peč";"2010";"Z";8
"2277";"Mirna Peč";"2011";"M";8
"2278";"Mirna Peč";"2011";"Z";10
"2279";"Mirna Peč";"2012";"M";7
"2280";"Mirna Peč";"2012";"Z";9
"2281";"Mirna Peč";"2013";"M";10
"2282";"Mirna Peč";"2013";"Z";9
"2283";"Mirna Peč";"2014";"M";9
"2284";"Mirna Peč";"2014";"Z";15
"2285";"Mirna Peč";"2015";"M";6
"2286";"Mirna Peč";"2015";"Z";8
"2287";"Mirna Peč";"2016";"M";9
"2288";"Mirna Peč";"2016";"Z";15
"2289";"Mirna Peč";"2017";"M";10
"2290";"Mirna Peč";"2017";"Z";3
"2291";"Mirna Peč";"2018";"M";12
"2292";"Mirna Peč";"2018";"Z";8
"2293";"Mirna Peč";"2019";"M";13
"2294";"Mirna Peč";"2019";"Z";9
"2295";"Mirna Peč";"2020";"M";14
"2296";"Mirna Peč";"2020";"Z";9
"2297";"Mislinja";"2010";"M";22
"2298";"Mislinja";"2010";"Z";14
"2299";"Mislinja";"2011";"M";21
"2300";"Mislinja";"2011";"Z";20
"2301";"Mislinja";"2012";"M";13
"2302";"Mislinja";"2012";"Z";21
"2303";"Mislinja";"2013";"M";21
"2304";"Mislinja";"2013";"Z";11
"2305";"Mislinja";"2014";"M";21
"2306";"Mislinja";"2014";"Z";23
"2307";"Mislinja";"2015";"M";26
"2308";"Mislinja";"2015";"Z";15
"2309";"Mislinja";"2016";"M";22
"2310";"Mislinja";"2016";"Z";14
"2311";"Mislinja";"2017";"M";16
"2312";"Mislinja";"2017";"Z";12
"2313";"Mislinja";"2018";"M";12
"2314";"Mislinja";"2018";"Z";20
"2315";"Mislinja";"2019";"M";21
"2316";"Mislinja";"2019";"Z";15
"2317";"Mislinja";"2020";"M";26
"2318";"Mislinja";"2020";"Z";19
"2319";"Mokronog - Trebelno";"2010";"M";19
"2320";"Mokronog - Trebelno";"2010";"Z";14
"2321";"Mokronog - Trebelno";"2011";"M";20
"2322";"Mokronog - Trebelno";"2011";"Z";14
"2323";"Mokronog - Trebelno";"2012";"M";22
"2324";"Mokronog - Trebelno";"2012";"Z";11
"2325";"Mokronog - Trebelno";"2013";"M";13
"2326";"Mokronog - Trebelno";"2013";"Z";6
"2327";"Mokronog - Trebelno";"2014";"M";11
"2328";"Mokronog - Trebelno";"2014";"Z";13
"2329";"Mokronog - Trebelno";"2015";"M";13
"2330";"Mokronog - Trebelno";"2015";"Z";18
"2331";"Mokronog - Trebelno";"2016";"M";15
"2332";"Mokronog - Trebelno";"2016";"Z";10
"2333";"Mokronog - Trebelno";"2017";"M";19
"2334";"Mokronog - Trebelno";"2017";"Z";11
"2335";"Mokronog - Trebelno";"2018";"M";13
"2336";"Mokronog - Trebelno";"2018";"Z";7
"2337";"Mokronog - Trebelno";"2019";"M";15
"2338";"Mokronog - Trebelno";"2019";"Z";9
"2339";"Mokronog - Trebelno";"2020";"M";12
"2340";"Mokronog - Trebelno";"2020";"Z";10
"2341";"Moravče";"2010";"M";7
"2342";"Moravče";"2010";"Z";15
"2343";"Moravče";"2011";"M";12
"2344";"Moravče";"2011";"Z";17
"2345";"Moravče";"2012";"M";21
"2346";"Moravče";"2012";"Z";21
"2347";"Moravče";"2013";"M";21
"2348";"Moravče";"2013";"Z";17
"2349";"Moravče";"2014";"M";13
"2350";"Moravče";"2014";"Z";18
"2351";"Moravče";"2015";"M";16
"2352";"Moravče";"2015";"Z";13
"2353";"Moravče";"2016";"M";12
"2354";"Moravče";"2016";"Z";18
"2355";"Moravče";"2017";"M";22
"2356";"Moravče";"2017";"Z";13
"2357";"Moravče";"2018";"M";24
"2358";"Moravče";"2018";"Z";16
"2359";"Moravče";"2019";"M";18
"2360";"Moravče";"2019";"Z";18
"2361";"Moravče";"2020";"M";24
"2362";"Moravče";"2020";"Z";17
"2363";"Moravske Toplice";"2010";"M";35
"2364";"Moravske Toplice";"2010";"Z";38
"2365";"Moravske Toplice";"2011";"M";32
"2366";"Moravske Toplice";"2011";"Z";31
"2367";"Moravske Toplice";"2012";"M";37
"2368";"Moravske Toplice";"2012";"Z";31
"2369";"Moravske Toplice";"2013";"M";36
"2370";"Moravske Toplice";"2013";"Z";35
"2371";"Moravske Toplice";"2014";"M";34
"2372";"Moravske Toplice";"2014";"Z";34
"2373";"Moravske Toplice";"2015";"M";31
"2374";"Moravske Toplice";"2015";"Z";35
"2375";"Moravske Toplice";"2016";"M";41
"2376";"Moravske Toplice";"2016";"Z";35
"2377";"Moravske Toplice";"2017";"M";29
"2378";"Moravske Toplice";"2017";"Z";40
"2379";"Moravske Toplice";"2018";"M";33
"2380";"Moravske Toplice";"2018";"Z";40
"2381";"Moravske Toplice";"2019";"M";32
"2382";"Moravske Toplice";"2019";"Z";39
"2383";"Moravske Toplice";"2020";"M";37
"2384";"Moravske Toplice";"2020";"Z";34
"2385";"Mozirje";"2010";"M";23
"2386";"Mozirje";"2010";"Z";17
"2387";"Mozirje";"2011";"M";15
"2388";"Mozirje";"2011";"Z";15
"2389";"Mozirje";"2012";"M";19
"2390";"Mozirje";"2012";"Z";15
"2391";"Mozirje";"2013";"M";26
"2392";"Mozirje";"2013";"Z";15
"2393";"Mozirje";"2014";"M";14
"2394";"Mozirje";"2014";"Z";15
"2395";"Mozirje";"2015";"M";16
"2396";"Mozirje";"2015";"Z";7
"2397";"Mozirje";"2016";"M";16
"2398";"Mozirje";"2016";"Z";19
"2399";"Mozirje";"2017";"M";12
"2400";"Mozirje";"2017";"Z";12
"2401";"Mozirje";"2018";"M";15
"2402";"Mozirje";"2018";"Z";16
"2403";"Mozirje";"2019";"M";16
"2404";"Mozirje";"2019";"Z";11
"2405";"Mozirje";"2020";"M";16
"2406";"Mozirje";"2020";"Z";23
"2407";"Murska Sobota";"2010";"M";87
"2408";"Murska Sobota";"2010";"Z";108
"2409";"Murska Sobota";"2011";"M";97
"2410";"Murska Sobota";"2011";"Z";128
"2411";"Murska Sobota";"2012";"M";88
"2412";"Murska Sobota";"2012";"Z";132
"2413";"Murska Sobota";"2013";"M";111
"2414";"Murska Sobota";"2013";"Z";115
"2415";"Murska Sobota";"2014";"M";91
"2416";"Murska Sobota";"2014";"Z";115
"2417";"Murska Sobota";"2015";"M";106
"2418";"Murska Sobota";"2015";"Z";118
"2419";"Murska Sobota";"2016";"M";90
"2420";"Murska Sobota";"2016";"Z";134
"2421";"Murska Sobota";"2017";"M";114
"2422";"Murska Sobota";"2017";"Z";116
"2423";"Murska Sobota";"2018";"M";109
"2424";"Murska Sobota";"2018";"Z";112
"2425";"Murska Sobota";"2019";"M";101
"2426";"Murska Sobota";"2019";"Z";128
"2427";"Murska Sobota";"2020";"M";132
"2428";"Murska Sobota";"2020";"Z";167
"2429";"Muta";"2010";"M";15
"2430";"Muta";"2010";"Z";4
"2431";"Muta";"2011";"M";14
"2432";"Muta";"2011";"Z";9
"2433";"Muta";"2012";"M";16
"2434";"Muta";"2012";"Z";12
"2435";"Muta";"2013";"M";19
"2436";"Muta";"2013";"Z";19
"2437";"Muta";"2014";"M";14
"2438";"Muta";"2014";"Z";7
"2439";"Muta";"2015";"M";14
"2440";"Muta";"2015";"Z";9
"2441";"Muta";"2016";"M";11
"2442";"Muta";"2016";"Z";6
"2443";"Muta";"2017";"M";12
"2444";"Muta";"2017";"Z";15
"2445";"Muta";"2018";"M";19
"2446";"Muta";"2018";"Z";6
"2447";"Muta";"2019";"M";18
"2448";"Muta";"2019";"Z";13
"2449";"Muta";"2020";"M";11
"2450";"Muta";"2020";"Z";16
"2451";"Naklo";"2010";"M";22
"2452";"Naklo";"2010";"Z";20
"2453";"Naklo";"2011";"M";18
"2454";"Naklo";"2011";"Z";17
"2455";"Naklo";"2012";"M";25
"2456";"Naklo";"2012";"Z";14
"2457";"Naklo";"2013";"M";25
"2458";"Naklo";"2013";"Z";22
"2459";"Naklo";"2014";"M";26
"2460";"Naklo";"2014";"Z";24
"2461";"Naklo";"2015";"M";22
"2462";"Naklo";"2015";"Z";18
"2463";"Naklo";"2016";"M";25
"2464";"Naklo";"2016";"Z";28
"2465";"Naklo";"2017";"M";24
"2466";"Naklo";"2017";"Z";26
"2467";"Naklo";"2018";"M";21
"2468";"Naklo";"2018";"Z";25
"2469";"Naklo";"2019";"M";25
"2470";"Naklo";"2019";"Z";27
"2471";"Naklo";"2020";"M";36
"2472";"Naklo";"2020";"Z";31
"2473";"Nazarje";"2010";"M";15
"2474";"Nazarje";"2010";"Z";12
"2475";"Nazarje";"2011";"M";11
"2476";"Nazarje";"2011";"Z";11
"2477";"Nazarje";"2012";"M";9
"2478";"Nazarje";"2012";"Z";14
"2479";"Nazarje";"2013";"M";16
"2480";"Nazarje";"2013";"Z";13
"2481";"Nazarje";"2014";"M";8
"2482";"Nazarje";"2014";"Z";11
"2483";"Nazarje";"2015";"M";16
"2484";"Nazarje";"2015";"Z";10
"2485";"Nazarje";"2016";"M";12
"2486";"Nazarje";"2016";"Z";6
"2487";"Nazarje";"2017";"M";20
"2488";"Nazarje";"2017";"Z";11
"2489";"Nazarje";"2018";"M";9
"2490";"Nazarje";"2018";"Z";10
"2491";"Nazarje";"2019";"M";8
"2492";"Nazarje";"2019";"Z";9
"2493";"Nazarje";"2020";"M";6
"2494";"Nazarje";"2020";"Z";16
"2495";"Nova Gorica";"2010";"M";142
"2496";"Nova Gorica";"2010";"Z";159
"2497";"Nova Gorica";"2011";"M";153
"2498";"Nova Gorica";"2011";"Z";166
"2499";"Nova Gorica";"2012";"M";185
"2500";"Nova Gorica";"2012";"Z";156
"2501";"Nova Gorica";"2013";"M";156
"2502";"Nova Gorica";"2013";"Z";187
"2503";"Nova Gorica";"2014";"M";160
"2504";"Nova Gorica";"2014";"Z";191
"2505";"Nova Gorica";"2015";"M";142
"2506";"Nova Gorica";"2015";"Z";213
"2507";"Nova Gorica";"2016";"M";146
"2508";"Nova Gorica";"2016";"Z";189
"2509";"Nova Gorica";"2017";"M";162
"2510";"Nova Gorica";"2017";"Z";193
"2511";"Nova Gorica";"2018";"M";146
"2512";"Nova Gorica";"2018";"Z";164
"2513";"Nova Gorica";"2019";"M";153
"2514";"Nova Gorica";"2019";"Z";196
"2515";"Nova Gorica";"2020";"M";155
"2516";"Nova Gorica";"2020";"Z";212
"2517";"Novo mesto";"2010";"M";144
"2518";"Novo mesto";"2010";"Z";143
"2519";"Novo mesto";"2011";"M";155
"2520";"Novo mesto";"2011";"Z";137
"2521";"Novo mesto";"2012";"M";161
"2522";"Novo mesto";"2012";"Z";161
"2523";"Novo mesto";"2013";"M";148
"2524";"Novo mesto";"2013";"Z";145
"2525";"Novo mesto";"2014";"M";169
"2526";"Novo mesto";"2014";"Z";150
"2527";"Novo mesto";"2015";"M";152
"2528";"Novo mesto";"2015";"Z";179
"2529";"Novo mesto";"2016";"M";139
"2530";"Novo mesto";"2016";"Z";173
"2531";"Novo mesto";"2017";"M";172
"2532";"Novo mesto";"2017";"Z";152
"2533";"Novo mesto";"2018";"M";174
"2534";"Novo mesto";"2018";"Z";184
"2535";"Novo mesto";"2019";"M";159
"2536";"Novo mesto";"2019";"Z";206
"2537";"Novo mesto";"2020";"M";181
"2538";"Novo mesto";"2020";"Z";207
"2539";"Odranci";"2010";"M";9
"2540";"Odranci";"2010";"Z";10
"2541";"Odranci";"2011";"M";10
"2542";"Odranci";"2011";"Z";9
"2543";"Odranci";"2012";"M";12
"2544";"Odranci";"2012";"Z";9
"2545";"Odranci";"2013";"M";7
"2546";"Odranci";"2013";"Z";6
"2547";"Odranci";"2014";"M";11
"2548";"Odranci";"2014";"Z";5
"2549";"Odranci";"2015";"M";7
"2550";"Odranci";"2015";"Z";7
"2551";"Odranci";"2016";"M";15
"2552";"Odranci";"2016";"Z";9
"2553";"Odranci";"2017";"M";6
"2554";"Odranci";"2017";"Z";3
"2555";"Odranci";"2018";"M";11
"2556";"Odranci";"2018";"Z";9
"2557";"Odranci";"2019";"M";5
"2558";"Odranci";"2019";"Z";8
"2559";"Odranci";"2020";"M";13
"2560";"Odranci";"2020";"Z";12
"2561";"Oplotnica";"2010";"M";13
"2562";"Oplotnica";"2010";"Z";16
"2563";"Oplotnica";"2011";"M";15
"2564";"Oplotnica";"2011";"Z";15
"2565";"Oplotnica";"2012";"M";12
"2566";"Oplotnica";"2012";"Z";11
"2567";"Oplotnica";"2013";"M";18
"2568";"Oplotnica";"2013";"Z";17
"2569";"Oplotnica";"2014";"M";15
"2570";"Oplotnica";"2014";"Z";17
"2571";"Oplotnica";"2015";"M";19
"2572";"Oplotnica";"2015";"Z";11
"2573";"Oplotnica";"2016";"M";18
"2574";"Oplotnica";"2016";"Z";21
"2575";"Oplotnica";"2017";"M";17
"2576";"Oplotnica";"2017";"Z";24
"2577";"Oplotnica";"2018";"M";14
"2578";"Oplotnica";"2018";"Z";16
"2579";"Oplotnica";"2019";"M";18
"2580";"Oplotnica";"2019";"Z";10
"2581";"Oplotnica";"2020";"M";23
"2582";"Oplotnica";"2020";"Z";20
"2583";"Ormož";"2010";"M";62
"2584";"Ormož";"2010";"Z";72
"2585";"Ormož";"2011";"M";72
"2586";"Ormož";"2011";"Z";79
"2587";"Ormož";"2012";"M";61
"2588";"Ormož";"2012";"Z";74
"2589";"Ormož";"2013";"M";81
"2590";"Ormož";"2013";"Z";82
"2591";"Ormož";"2014";"M";66
"2592";"Ormož";"2014";"Z";72
"2593";"Ormož";"2015";"M";55
"2594";"Ormož";"2015";"Z";76
"2595";"Ormož";"2016";"M";83
"2596";"Ormož";"2016";"Z";83
"2597";"Ormož";"2017";"M";88
"2598";"Ormož";"2017";"Z";71
"2599";"Ormož";"2018";"M";81
"2600";"Ormož";"2018";"Z";82
"2601";"Ormož";"2019";"M";74
"2602";"Ormož";"2019";"Z";69
"2603";"Ormož";"2020";"M";97
"2604";"Ormož";"2020";"Z";82
"2605";"Osilnica";"2010";"M";2
"2606";"Osilnica";"2010";"Z";1
"2607";"Osilnica";"2011";"M";2
"2608";"Osilnica";"2011";"Z";2
"2609";"Osilnica";"2012";"M";4
"2610";"Osilnica";"2012";"Z";2
"2611";"Osilnica";"2013";"M";3
"2612";"Osilnica";"2013";"Z";1
"2613";"Osilnica";"2014";"M";3
"2614";"Osilnica";"2014";"Z";2
"2615";"Osilnica";"2015";"M";4
"2616";"Osilnica";"2015";"Z";1
"2617";"Osilnica";"2016";"M";1
"2618";"Osilnica";"2016";"Z";1
"2619";"Osilnica";"2017";"M";7
"2620";"Osilnica";"2017";"Z";2
"2621";"Osilnica";"2018";"M";1
"2622";"Osilnica";"2018";"Z";3
"2623";"Osilnica";"2019";"M";3
"2624";"Osilnica";"2019";"Z";2
"2625";"Osilnica";"2020";"M";2
"2626";"Osilnica";"2020";"Z";2
"2627";"Pesnica";"2010";"M";44
"2628";"Pesnica";"2010";"Z";47
"2629";"Pesnica";"2011";"M";50
"2630";"Pesnica";"2011";"Z";52
"2631";"Pesnica";"2012";"M";41
"2632";"Pesnica";"2012";"Z";48
"2633";"Pesnica";"2013";"M";59
"2634";"Pesnica";"2013";"Z";49
"2635";"Pesnica";"2014";"M";49
"2636";"Pesnica";"2014";"Z";45
"2637";"Pesnica";"2015";"M";56
"2638";"Pesnica";"2015";"Z";53
"2639";"Pesnica";"2016";"M";49
"2640";"Pesnica";"2016";"Z";54
"2641";"Pesnica";"2017";"M";47
"2642";"Pesnica";"2017";"Z";48
"2643";"Pesnica";"2018";"M";65
"2644";"Pesnica";"2018";"Z";69
"2645";"Pesnica";"2019";"M";56
"2646";"Pesnica";"2019";"Z";54
"2647";"Pesnica";"2020";"M";59
"2648";"Pesnica";"2020";"Z";71
"2649";"Piran";"2010";"M";103
"2650";"Piran";"2010";"Z";72
"2651";"Piran";"2011";"M";91
"2652";"Piran";"2011";"Z";75
"2653";"Piran";"2012";"M";76
"2654";"Piran";"2012";"Z";93
"2655";"Piran";"2013";"M";103
"2656";"Piran";"2013";"Z";83
"2657";"Piran";"2014";"M";63
"2658";"Piran";"2014";"Z";90
"2659";"Piran";"2015";"M";116
"2660";"Piran";"2015";"Z";70
"2661";"Piran";"2016";"M";85
"2662";"Piran";"2016";"Z";89
"2663";"Piran";"2017";"M";78
"2664";"Piran";"2017";"Z";70
"2665";"Piran";"2018";"M";88
"2666";"Piran";"2018";"Z";87
"2667";"Piran";"2019";"M";97
"2668";"Piran";"2019";"Z";69
"2669";"Piran";"2020";"M";103
"2670";"Piran";"2020";"Z";103
"2671";"Pivka";"2010";"M";16
"2672";"Pivka";"2010";"Z";24
"2673";"Pivka";"2011";"M";14
"2674";"Pivka";"2011";"Z";18
"2675";"Pivka";"2012";"M";37
"2676";"Pivka";"2012";"Z";17
"2677";"Pivka";"2013";"M";27
"2678";"Pivka";"2013";"Z";16
